touchpoint_id,customer_id,campaign_id,channel,is_paid,touchpoint_date,interaction_type
98,15,4,Organic,1,2024-04-13 08:00:00.000,Impression
99,15,2,Google Ads,1,2024-04-15 04:00:00.000,Impression
100,15,3,Email,1,2024-04-16 08:00:00.000,Impression
101,15,2,Google Ads,1,2024-04-19 14:00:00.000,Impression
102,15,1,Facebook,1,2024-04-20 09:00:00.000,Email Open
103,16,2,Google Ads,1,2024-01-04 00:00:00.000,Impression
104,16,1,Facebook,1,2024-01-07 16:00:00.000,Impression
105,16,5,Facebook,1,2024-01-11 08:00:00.000,Impression
106,16,3,Email,1,2024-01-25 09:00:00.000,Click
107,16,4,Organic,1,2024-01-26 00:00:00.000,Click
108,16,1,Facebook,1,2024-01-28 14:00:00.000,Impression
109,17,1,Facebook,1,2024-03-19 13:00:00.000,Click
110,17,2,Google Ads,1,2024-03-23 06:00:00.000,Impression
111,17,4,Organic,1,2024-03-24 16:00:00.000,Impression
112,17,3,Email,1,2024-03-25 05:00:00.000,Impression
113,17,1,Facebook,1,2024-03-25 20:00:00.000,Click
114,17,3,Email,1,2024-03-25 23:00:00.000,Impression
115,17,3,Email,1,2024-03-28 16:00:00.000,Impression
116,17,5,Facebook,1,2024-04-05 05:00:00.000,Click
117,17,2,Google Ads,1,2024-04-06 23:00:00.000,Click
118,17,3,Email,1,2024-04-08 02:00:00.000,Impression
119,18,3,Email,1,2024-03-25 08:00:00.000,Email Open
120,18,4,Organic,1,2024-03-26 13:00:00.000,Impression
121,18,1,Facebook,1,2024-03-29 13:00:00.000,Impression
122,18,2,Google Ads,1,2024-03-31 18:00:00.000,Click
123,18,4,Organic,1,2024-04-02 20:00:00.000,Impression
124,18,5,Facebook,1,2024-04-05 17:00:00.000,Click
125,18,2,Google Ads,1,2024-04-08 07:00:00.000,Click
126,19,1,Facebook,1,2024-03-27 19:00:00.000,Impression
127,19,3,Email,1,2024-04-10 23:00:00.000,Impression
128,19,4,Organic,1,2024-04-11 22:00:00.000,Impression
129,19,3,Email,1,2024-04-14 05:00:00.000,Impression
130,19,5,Facebook,1,2024-04-17 18:00:00.000,Email Open
131,19,4,Organic,1,2024-04-25 12:00:00.000,Click
132,20,5,Facebook,1,2024-02-18 11:00:00.000,Click
133,20,4,Organic,1,2024-02-20 05:00:00.000,Impression
134,20,2,Google Ads,1,2024-02-21 15:00:00.000,Click
135,20,1,Facebook,1,2024-02-22 11:00:00.000,Email Open
136,20,2,Google Ads,1,2024-02-24 10:00:00.000,Impression
137,20,2,Google Ads,1,2024-02-25 15:00:00.000,Impression
138,20,4,Organic,1,2024-02-29 06:00:00.000,Click
139,20,3,Email,1,2024-03-08 02:00:00.000,Impression
140,20,3,Email,1,2024-03-08 16:00:00.000,Impression
141,20,3,Email,1,2024-03-09 18:00:00.000,Impression
142,21,5,Facebook,1,2024-03-21 17:00:00.000,Email Open
143,21,3,Email,1,2024-03-23 23:00:00.000,Impression
144,21,5,Facebook,1,2024-04-07 13:00:00.000,Email Open
145,21,2,Google Ads,1,2024-04-08 09:00:00.000,Impression
146,21,2,Google Ads,1,2024-04-09 23:00:00.000,Impression
147,21,3,Email,1,2024-04-11 12:00:00.000,Click
148,21,3,Email,1,2024-04-13 14:00:00.000,Impression
149,21,2,Google Ads,1,2024-04-14 22:00:00.000,Impression
150,21,3,Email,1,2024-04-18 09:00:00.000,Impression
151,22,2,Google Ads,1,2024-02-14 13:00:00.000,Impression
152,22,2,Google Ads,1,2024-02-14 19:00:00.000,Impression
153,22,1,Facebook,1,2024-02-28 23:00:00.000,Impression
154,22,4,Organic,1,2024-03-02 22:00:00.000,Click
155,23,2,Google Ads,1,2024-02-25 19:00:00.000,Impression
156,23,2,Google Ads,1,2024-02-27 18:00:00.000,Click
157,23,2,Google Ads,1,2024-03-02 08:00:00.000,Impression
158,23,2,Google Ads,1,2024-03-09 23:00:00.000,Click
159,23,4,Organic,1,2024-03-12 13:00:00.000,Click
160,24,3,Email,1,2024-03-18 15:00:00.000,Click
161,24,3,Email,1,2024-03-20 18:00:00.000,Click
162,24,2,Google Ads,1,2024-03-22 10:00:00.000,Impression
163,24,3,Email,1,2024-04-06 00:00:00.000,Impression
164,24,2,Google Ads,1,2024-04-07 11:00:00.000,Email Open
165,24,3,Email,1,2024-04-08 11:00:00.000,Click
166,24,2,Google Ads,1,2024-04-10 15:00:00.000,Impression
167,25,3,Email,1,2024-03-15 00:00:00.000,Click
168,25,4,Organic,1,2024-03-17 23:00:00.000,Click
169,25,1,Facebook,1,2024-03-19 02:00:00.000,Impression
170,26,2,Google Ads,1,2024-03-06 18:00:00.000,Impression
171,26,2,Google Ads,1,2024-03-07 05:00:00.000,Impression
172,26,3,Email,1,2024-03-10 21:00:00.000,Email Open
173,27,5,Facebook,1,2024-03-15 08:00:00.000,Click
174,27,5,Facebook,1,2024-03-17 07:00:00.000,Impression
175,27,2,Google Ads,1,2024-03-18 17:00:00.000,Email Open
176,27,2,Google Ads,1,2024-03-20 22:00:00.000,Click
177,27,3,Email,1,2024-04-03 23:00:00.000,Impression
178,27,3,Email,1,2024-04-04 00:00:00.000,Impression
179,27,4,Organic,1,2024-04-18 17:00:00.000,Impression
180,27,3,Email,1,2024-04-21 02:00:00.000,Click
181,27,3,Email,1,2024-04-22 05:00:00.000,Click
182,28,3,Email,1,2024-03-18 16:00:00.000,Click
183,28,2,Google Ads,1,2024-03-19 11:00:00.000,Impression
184,28,3,Email,1,2024-03-20 08:00:00.000,Impression
185,28,4,Organic,1,2024-03-23 13:00:00.000,Impression
186,28,4,Organic,1,2024-03-27 00:00:00.000,Click
187,28,5,Facebook,1,2024-03-30 01:00:00.000,Impression
188,28,2,Google Ads,1,2024-04-06 22:00:00.000,Impression
189,28,1,Facebook,1,2024-04-09 12:00:00.000,Impression
190,29,4,Organic,1,2024-01-19 11:00:00.000,Impression
191,29,3,Email,1,2024-01-21 23:00:00.000,Impression
192,29,2,Google Ads,1,2024-01-22 22:00:00.000,Impression
193,29,3,Email,1,2024-02-06 01:00:00.000,Click
194,29,3,Email,1,2024-02-07 20:00:00.000,Impression
195,29,4,Organic,1,2024-02-07 22:00:00.000,Click
196,29,3,Email,1,2024-02-09 00:00:00.000,Click
197,29,3,Email,1,2024-02-11 09:00:00.000,Click
198,29,2,Google Ads,1,2024-02-26 05:00:00.000,Impression
199,29,2,Google Ads,1,2024-02-26 11:00:00.000,Click
200,30,4,Organic,1,2024-03-11 12:00:00.000,Click
201,30,2,Google Ads,1,2024-03-18 14:00:00.000,Click
202,30,3,Email,1,2024-03-20 11:00:00.000,Click
203,30,2,Google Ads,1,2024-03-24 07:00:00.000,Impression
204,31,2,Google Ads,1,2024-01-21 22:00:00.000,Email Open
205,31,5,Facebook,1,2024-01-24 07:00:00.000,Impression
206,31,2,Google Ads,1,2024-02-07 15:00:00.000,Click
207,31,2,Google Ads,1,2024-02-08 11:00:00.000,Impression
208,31,3,Email,1,2024-02-11 06:00:00.000,Click
209,32,2,Google Ads,1,2024-01-29 00:00:00.000,Click
210,32,3,Email,1,2024-01-30 07:00:00.000,Impression
211,32,5,Facebook,1,2024-01-30 08:00:00.000,Impression
212,32,5,Facebook,1,2024-02-01 03:00:00.000,Click
213,32,5,Facebook,1,2024-02-08 15:00:00.000,Impression
214,32,2,Google Ads,1,2024-02-08 22:00:00.000,Impression
215,32,5,Facebook,1,2024-02-08 23:00:00.000,Click
216,32,3,Email,1,2024-02-10 04:00:00.000,Impression
217,32,2,Google Ads,1,2024-02-10 20:00:00.000,Impression
218,33,4,Organic,1,2024-01-09 20:00:00.000,Impression
219,33,2,Google Ads,1,2024-01-17 09:00:00.000,Click
220,33,5,Facebook,1,2024-01-20 20:00:00.000,Impression
221,33,3,Email,1,2024-01-23 07:00:00.000,Impression
222,33,3,Email,1,2024-01-26 00:00:00.000,Impression
223,33,3,Email,1,2024-01-26 11:00:00.000,Click
224,33,4,Organic,1,2024-01-27 03:00:00.000,Impression
225,33,4,Organic,1,2024-01-27 13:00:00.000,Impression
226,33,3,Email,1,2024-02-03 17:00:00.000,Impression
227,33,3,Email,1,2024-02-18 16:00:00.000,Impression
228,34,3,Email,1,2024-01-17 18:00:00.000,Impression
229,34,2,Google Ads,1,2024-01-19 14:00:00.000,Impression
230,34,4,Organic,1,2024-01-20 10:00:00.000,Click
231,34,1,Facebook,1,2024-01-22 04:00:00.000,Impression
232,35,1,Facebook,1,2024-02-03 23:00:00.000,Impression
233,35,4,Organic,1,2024-02-06 20:00:00.000,Impression
234,35,3,Email,1,2024-02-07 13:00:00.000,Click
235,35,3,Email,1,2024-02-15 10:00:00.000,Impression
236,35,3,Email,1,2024-02-17 03:00:00.000,Email Open
237,35,2,Google Ads,1,2024-03-02 12:00:00.000,Impression
238,35,3,Email,1,2024-03-04 11:00:00.000,Impression
239,35,4,Organic,1,2024-03-07 23:00:00.000,Email Open
240,35,5,Facebook,1,2024-03-15 08:00:00.000,Email Open
241,35,3,Email,1,2024-03-15 22:00:00.000,Impression
242,36,2,Google Ads,1,2024-01-15 21:00:00.000,Impression
243,36,4,Organic,1,2024-01-17 19:00:00.000,Click
244,36,2,Google Ads,1,2024-01-18 12:00:00.000,Click
245,36,4,Organic,1,2024-01-26 03:00:00.000,Click
246,36,1,Facebook,1,2024-01-27 12:00:00.000,Click
247,36,1,Facebook,1,2024-01-29 11:00:00.000,Impression
248,37,5,Facebook,1,2024-02-08 19:00:00.000,Impression
249,37,2,Google Ads,1,2024-02-23 12:00:00.000,Click
250,37,3,Email,1,2024-02-25 18:00:00.000,Impression
251,38,4,Organic,1,2024-03-13 20:00:00.000,Impression
252,38,1,Facebook,1,2024-03-14 17:00:00.000,Email Open
253,38,5,Facebook,1,2024-03-17 00:00:00.000,Impression
254,38,3,Email,1,2024-03-18 08:00:00.000,Impression
255,38,3,Email,1,2024-03-20 16:00:00.000,Impression
256,38,2,Google Ads,1,2024-03-21 01:00:00.000,Click
257,39,2,Google Ads,1,2024-01-17 07:00:00.000,Impression
258,39,3,Email,1,2024-01-20 02:00:00.000,Click
259,39,2,Google Ads,1,2024-02-03 19:00:00.000,Click
260,39,4,Organic,1,2024-02-05 21:00:00.000,Impression
261,39,2,Google Ads,1,2024-02-07 22:00:00.000,Impression
262,39,1,Facebook,1,2024-02-15 12:00:00.000,Click
263,39,4,Organic,1,2024-02-18 04:00:00.000,Impression
264,40,3,Email,1,2024-03-03 12:00:00.000,Click
265,40,4,Organic,1,2024-03-05 13:00:00.000,Click
266,40,5,Facebook,1,2024-03-07 14:00:00.000,Impression
267,40,4,Organic,1,2024-03-08 18:00:00.000,Email Open
268,40,4,Organic,1,2024-03-10 06:00:00.000,Click
269,40,2,Google Ads,1,2024-03-13 23:00:00.000,Impression
270,40,2,Google Ads,1,2024-03-28 11:00:00.000,Click
271,41,1,Facebook,1,2024-02-20 04:00:00.000,Impression
272,41,3,Email,1,2024-02-23 23:00:00.000,Impression
273,41,1,Facebook,1,2024-02-24 18:00:00.000,Impression
274,41,1,Facebook,1,2024-02-25 08:00:00.000,Click
275,41,2,Google Ads,1,2024-02-28 12:00:00.000,Impression
276,41,2,Google Ads,1,2024-03-14 06:00:00.000,Impression
277,42,4,Organic,1,2024-02-10 13:00:00.000,Email Open
278,42,4,Organic,1,2024-02-25 10:00:00.000,Click
279,42,4,Organic,1,2024-02-26 19:00:00.000,Click
280,42,3,Email,1,2024-02-29 02:00:00.000,Click
281,42,4,Organic,1,2024-03-14 19:00:00.000,Impression
282,43,2,Google Ads,1,2024-03-30 02:00:00.000,Impression
283,43,1,Facebook,1,2024-04-02 21:00:00.000,Impression
284,43,2,Google Ads,1,2024-04-06 20:00:00.000,Impression
285,43,1,Facebook,1,2024-04-21 05:00:00.000,Email Open
286,43,4,Organic,1,2024-05-05 08:00:00.000,Click
287,43,2,Google Ads,1,2024-05-08 20:00:00.000,Click
288,43,3,Email,1,2024-05-10 13:00:00.000,Impression
289,43,4,Organic,1,2024-05-13 04:00:00.000,Click
290,43,2,Google Ads,1,2024-05-16 14:00:00.000,Impression
291,43,2,Google Ads,1,2024-05-16 21:00:00.000,Impression
292,44,4,Organic,1,2024-01-21 07:00:00.000,Impression
293,44,4,Organic,1,2024-01-29 06:00:00.000,Impression
294,44,2,Google Ads,1,2024-02-01 11:00:00.000,Impression
295,44,1,Facebook,1,2024-02-09 07:00:00.000,Click
296,44,1,Facebook,1,2024-02-10 04:00:00.000,Impression
297,44,1,Facebook,1,2024-02-17 11:00:00.000,Impression
298,45,5,Facebook,1,2024-03-25 00:00:00.000,Impression
299,45,3,Email,1,2024-03-27 08:00:00.000,Impression
300,45,2,Google Ads,1,2024-03-30 21:00:00.000,Email Open
301,45,2,Google Ads,1,2024-04-02 04:00:00.000,Click
302,45,5,Facebook,1,2024-04-03 16:00:00.000,Email Open
303,45,2,Google Ads,1,2024-04-05 23:00:00.000,Click
304,45,1,Facebook,1,2024-04-13 19:00:00.000,Impression
305,45,1,Facebook,1,2024-04-15 10:00:00.000,Click
306,45,3,Email,1,2024-04-15 23:00:00.000,Click
307,45,2,Google Ads,1,2024-04-30 06:00:00.000,Impression
308,46,1,Facebook,1,2024-03-27 10:00:00.000,Impression
309,46,4,Organic,1,2024-03-31 08:00:00.000,Impression
310,46,4,Organic,1,2024-04-03 02:00:00.000,Impression
311,46,5,Facebook,1,2024-04-07 00:00:00.000,Impression
312,46,3,Email,1,2024-04-08 02:00:00.000,Email Open
313,47,4,Organic,1,2024-01-31 21:00:00.000,Click
314,47,1,Facebook,1,2024-02-02 04:00:00.000,Impression
315,47,2,Google Ads,1,2024-02-04 00:00:00.000,Impression
316,47,3,Email,1,2024-02-04 00:00:00.000,Impression
317,47,1,Facebook,1,2024-02-05 04:00:00.000,Impression
318,47,4,Organic,1,2024-02-07 20:00:00.000,Impression
319,47,3,Email,1,2024-02-08 22:00:00.000,Impression
320,47,2,Google Ads,1,2024-02-10 00:00:00.000,Click
321,47,3,Email,1,2024-02-10 08:00:00.000,Impression
322,48,3,Email,1,2024-03-03 07:00:00.000,Impression
323,48,1,Facebook,1,2024-03-03 10:00:00.000,Email Open
324,48,2,Google Ads,1,2024-03-05 05:00:00.000,Impression
325,48,4,Organic,1,2024-03-07 01:00:00.000,Impression
326,48,5,Facebook,1,2024-03-09 23:00:00.000,Impression
327,48,5,Facebook,1,2024-03-11 09:00:00.000,Email Open
328,48,2,Google Ads,1,2024-03-14 19:00:00.000,Impression
329,48,2,Google Ads,1,2024-03-29 01:00:00.000,Click
330,49,3,Email,1,2024-04-01 04:00:00.000,Impression
331,49,4,Organic,1,2024-04-01 17:00:00.000,Impression
332,49,4,Organic,1,2024-04-04 11:00:00.000,Impression
333,49,1,Facebook,1,2024-04-07 22:00:00.000,Click
334,49,2,Google Ads,1,2024-04-11 09:00:00.000,Impression
335,49,4,Organic,1,2024-04-14 05:00:00.000,Email Open
336,49,5,Facebook,1,2024-04-15 05:00:00.000,Impression
337,49,2,Google Ads,1,2024-04-18 22:00:00.000,Impression
338,49,2,Google Ads,1,2024-04-21 19:00:00.000,Email Open
339,50,2,Google Ads,1,2024-01-16 10:00:00.000,Impression
340,50,2,Google Ads,1,2024-01-17 13:00:00.000,Impression
341,50,5,Facebook,1,2024-01-19 11:00:00.000,Click
342,50,4,Organic,1,2024-01-22 16:00:00.000,Impression
343,50,2,Google Ads,1,2024-01-25 02:00:00.000,Impression
344,51,2,Google Ads,1,2024-01-05 13:00:00.000,Impression
345,51,2,Google Ads,1,2024-01-08 15:00:00.000,Impression
346,51,5,Facebook,1,2024-01-08 18:00:00.000,Impression
347,51,2,Google Ads,1,2024-01-11 13:00:00.000,Impression
348,51,3,Email,1,2024-01-13 03:00:00.000,Email Open
349,51,1,Facebook,1,2024-01-16 00:00:00.000,Impression
350,52,2,Google Ads,1,2024-01-18 20:00:00.000,Impression
351,52,4,Organic,1,2024-01-19 06:00:00.000,Click
352,52,2,Google Ads,1,2024-02-02 21:00:00.000,Click
353,52,4,Organic,1,2024-02-17 13:00:00.000,Click
354,52,4,Organic,1,2024-02-19 03:00:00.000,Impression
355,52,3,Email,1,2024-02-19 10:00:00.000,Impression
356,52,4,Organic,1,2024-02-21 15:00:00.000,Impression
357,52,3,Email,1,2024-02-21 18:00:00.000,Impression
358,52,4,Organic,1,2024-02-25 17:00:00.000,Email Open
359,53,2,Google Ads,1,2024-02-28 03:00:00.000,Click
360,53,4,Organic,1,2024-03-01 14:00:00.000,Click
361,53,5,Facebook,1,2024-03-04 20:00:00.000,Impression
362,53,3,Email,1,2024-03-07 01:00:00.000,Impression
363,54,3,Email,1,2024-02-29 04:00:00.000,Impression
364,54,3,Email,1,2024-03-03 11:00:00.000,Impression
365,54,3,Email,1,2024-03-05 19:00:00.000,Impression
366,54,2,Google Ads,1,2024-03-07 21:00:00.000,Click
367,54,4,Organic,1,2024-03-15 11:00:00.000,Impression
368,54,5,Facebook,1,2024-03-23 10:00:00.000,Click
369,54,3,Email,1,2024-03-26 12:00:00.000,Impression
370,55,1,Facebook,1,2024-03-14 21:00:00.000,Impression
371,55,1,Facebook,1,2024-03-18 11:00:00.000,Email Open
372,55,5,Facebook,1,2024-03-19 01:00:00.000,Impression
373,55,3,Email,1,2024-03-22 05:00:00.000,Click
374,55,3,Email,1,2024-03-29 07:00:00.000,Impression
375,55,2,Google Ads,1,2024-04-02 03:00:00.000,Impression
376,55,2,Google Ads,1,2024-04-04 01:00:00.000,Click
377,55,2,Google Ads,1,2024-04-07 01:00:00.000,Impression
378,55,4,Organic,1,2024-04-09 17:00:00.000,Impression
379,55,4,Organic,1,2024-04-10 20:00:00.000,Impression
380,56,2,Google Ads,1,2024-02-10 04:00:00.000,Impression
381,56,2,Google Ads,1,2024-02-11 00:00:00.000,Impression
382,56,2,Google Ads,1,2024-02-12 23:00:00.000,Click
383,56,1,Facebook,1,2024-02-14 05:00:00.000,Impression
384,56,4,Organic,1,2024-02-15 04:00:00.000,Email Open
385,56,2,Google Ads,1,2024-02-16 08:00:00.000,Click
386,56,3,Email,1,2024-02-18 03:00:00.000,Click
387,57,2,Google Ads,1,2024-03-19 01:00:00.000,Impression
388,57,1,Facebook,1,2024-03-20 21:00:00.000,Email Open
389,57,4,Organic,1,2024-04-04 01:00:00.000,Impression
390,57,1,Facebook,1,2024-04-07 16:00:00.000,Impression
391,57,1,Facebook,1,2024-04-07 22:00:00.000,Email Open
392,57,4,Organic,1,2024-04-09 07:00:00.000,Click
393,57,2,Google Ads,1,2024-04-10 00:00:00.000,Impression
394,57,2,Google Ads,1,2024-04-10 06:00:00.000,Impression
395,57,5,Facebook,1,2024-04-13 02:00:00.000,Click
396,58,2,Google Ads,1,2024-02-26 23:00:00.000,Impression
397,58,2,Google Ads,1,2024-02-26 23:00:00.000,Email Open
398,58,3,Email,1,2024-02-29 22:00:00.000,Impression
399,59,3,Email,1,2024-02-14 08:00:00.000,Impression
400,59,2,Google Ads,1,2024-02-16 09:00:00.000,Impression
401,59,4,Organic,1,2024-02-17 12:00:00.000,Impression
402,59,4,Organic,1,2024-02-19 13:00:00.000,Impression
403,59,4,Organic,1,2024-02-22 01:00:00.000,Email Open
404,59,3,Email,1,2024-02-29 18:00:00.000,Impression
405,59,2,Google Ads,1,2024-03-02 17:00:00.000,Impression
406,60,3,Email,1,2024-01-13 09:00:00.000,Impression
407,60,2,Google Ads,1,2024-01-15 09:00:00.000,Impression
408,60,5,Facebook,1,2024-01-17 04:00:00.000,Impression
409,60,3,Email,1,2024-01-19 10:00:00.000,Impression
410,61,4,Organic,1,2024-02-28 00:00:00.000,Impression
411,61,4,Organic,1,2024-03-01 07:00:00.000,Email Open
412,61,3,Email,1,2024-03-15 11:00:00.000,Impression
413,62,1,Facebook,1,2024-01-13 12:00:00.000,Impression
414,62,3,Email,1,2024-01-27 19:00:00.000,Click
415,62,3,Email,1,2024-02-11 07:00:00.000,Impression
416,62,2,Google Ads,1,2024-02-12 13:00:00.000,Impression
417,62,3,Email,1,2024-02-13 03:00:00.000,Impression
418,63,2,Google Ads,1,2024-02-03 21:00:00.000,Impression
419,63,1,Facebook,1,2024-02-11 01:00:00.000,Email Open
420,63,3,Email,1,2024-02-12 02:00:00.000,Click
421,63,4,Organic,1,2024-02-12 14:00:00.000,Impression
422,64,5,Facebook,1,2024-01-18 20:00:00.000,Email Open
423,64,2,Google Ads,1,2024-01-18 22:00:00.000,Click
424,64,1,Facebook,1,2024-01-19 08:00:00.000,Email Open
425,64,4,Organic,1,2024-01-20 02:00:00.000,Impression
426,64,2,Google Ads,1,2024-01-21 15:00:00.000,Impression
427,64,4,Organic,1,2024-01-21 23:00:00.000,Impression
428,64,3,Email,1,2024-01-24 06:00:00.000,Impression
429,64,5,Facebook,1,2024-01-26 07:00:00.000,Impression
430,64,2,Google Ads,1,2024-01-28 03:00:00.000,Email Open
431,65,5,Facebook,1,2024-03-04 05:00:00.000,Impression
432,65,5,Facebook,1,2024-03-04 13:00:00.000,Impression
433,65,2,Google Ads,1,2024-03-07 20:00:00.000,Impression
434,65,1,Facebook,1,2024-03-09 13:00:00.000,Impression
435,65,3,Email,1,2024-03-24 01:00:00.000,Impression
436,65,3,Email,1,2024-03-27 00:00:00.000,Click
437,65,2,Google Ads,1,2024-03-28 18:00:00.000,Click
438,65,3,Email,1,2024-04-05 09:00:00.000,Impression
439,66,2,Google Ads,1,2024-03-22 06:00:00.000,Click
440,66,1,Facebook,1,2024-04-05 16:00:00.000,Impression
441,66,5,Facebook,1,2024-04-08 20:00:00.000,Email Open
442,66,4,Organic,1,2024-04-10 17:00:00.000,Impression
